List
Giulietta Masina
Hugh Duncan Bigney Mitchell
Gabriel Byrne
Charles Durning
Cynthia Gibb
Jason Lively
Derek de Lint
Annabeth Gish
Chris Lemmon
Diane Franklin
Helena Bonham Carter
Pamela Adlon
Tom Conti
Fidel Abrego
Brett Cullen
Scott Strader
Michael Gross
James Karen
David McIlwraith
Jennifer Grey
Hume Cronyn
Lou Diamond Phillips
Shelley Long
Lorraine Gary
Heather Langenkamp
John Lone
Andrew McCarthy
Kim Basinger
Mark Harmon
Jason Patric
Patrick Dempsey
Cary Elwes
Jim Varney
Christian Bale
Willie
Jim Belushi
Eric Stoltz
Dolph Lundgren
Louise Fletcher
Mike Starr
Andrew Robinson
Domenick John
Stephen Dorff
Frankie Avalon
Mark Morales
Sebastian Rice-Edwards
Kyle MacLachlan
Jason Bateman
Arye Gross
Bon Jovi
Madonna
Ross Bagdasarian Jr.
Bruce Campbell
Josette Simon
Loren Avedon
Robert Townsend
Bill Cosby
Fred Dryer
Helena Carroll
Matt Adler
Andre Gower
Casey Siemaszko
Ricky Busker
Adrian Pasdar
Trudi Cavanagh
Edward Asner
Lori Singer
Susanna Hoffs
Bob Dermer
Lindsay Crouse
Terry O'Quinn
James Wilby
David Allen Brooks
Ric Abernathy
Marcello Mastroianni
Whip Hubley
Michael E. Knight
Dina Bonnevie
John Allen Nelson
Julie Walters
Chris Cooper
John Malkovich
Phil Fondacaro
Sheila McCarthy
Martin Kove
James Russo
Shashi Kapoor
Lori Lethin
Catherine Mary Stewart
Spalding Gray
Christine Lahti
Martin Short
John Dye
Eddie Deezen
Sarah Torgov
Joanne Woodward
Peter Paul
Julie Hagerty
Michael Moriarty
Chuck Berry
Ellen Barkin
Arsenio Hall
Beau Bridges
Dick Rude
Eva Gabor
Diane Lane
Liv Ullmann
Michelle Holmes
David Yip
Barbara Harris
Hanna Schygulla
Virginia Madsen
Valri Bromfield
Miles O'Keeffe
Paul Bates
Bruce Willis
Judith Barsi
Alec Baldwin
Joey Lawrence
John Beckman
Catherine Hicks
Kelly McGillis
Sidney Poitier
Tim Blaney
Paul Lazar
Carl Weathers
Bill Pullman
Bubba Smith
Jennifer Banko
Demi Moore
Steven Seagal
Amy Irving
Laurence Fishburne
Edward James Olmos
Rubén Blades
Keenen Ivory Wayans
Roddy Piper
Clare Higgins
Jean-Claude Van Damme
Jackie Mason
Richard Brooks
Daniel Day-Lewis
Jennifer Rubin
Michael Kenworthy
Draco Rosa
Bono
Willem Dafoe
Justine Bateman
Kevin Dillon
Jeremy Irons
James Le Gros
Carmen Maura
Sonny Bono
Bobcat Goldthwait
Christine Ebersole
Ruben Rabasa
River Phoenix
Robert Downey Jr.
Jace Alexander
Phil Rubenstein
Jason Beghe
Billy Crystal
Rebecca De Mornay
Terrence Mann
Don Johnson
John Lennon
Darryl McDaniels
Tami Erin
Eric Bogosian
Lance Henriksen
Hal Havins
Ray Liotta
Jodhi May
Forest Whitaker
Shafiq Syed
Ramon Bieri
Melanie Griffith
Lukas Haas
Gena Rowlands
Sherilyn Fenn
Natasha Richardson
Randall Adams
Amanda Donohoe
Louie Anderson
Zach Galligan
Tim Daly
Sasha Mitchell
Christie Brinkley
Greg Berg
Phil Collins
Theresa Russell
Caron Abellira
Steven Tyler
Pierre-Marie Escourrou
John Dugan
Pierce Brosnan
Marie-Christine Barrault
George Newbern
John Glover
Patricia Charbonneau
Joseph Arias
Brian Dennehy
Bill Paxton
Dylan McDermott
George Dzundza
Urbano Barberini
Donovan Leitch Jr.
Tyler Butterworth
Huub Stapel
Franc Luz
Cliff De Young
Nicholas Strouse
Philip Anglim
Sam Bottoms
Kim Myers
Rick Moranis
Rene Auberjonois
Morgan Freeman
Dale Midkiff
Keanu Reeves
Danny Aiello
Robert Englund
Sam Elliott
Bill Bernstein
Mitch Pileggi
Cybill Shepherd
Hulk Hogan
Todd Caldecott
Luke Edwards
Kiefer Sutherland
Keith Coogan
Taurean Blacque
Nicole Kidman
Ron Silver
Michael Moore
'Weird Al' Yankovic
Pauline Collins
John Larroquette
Denzel Washington
Kirk Cameron
Christian Slater
Lorraine Bracco
Jason Gedrick
Tim Robbins
Holly Hunter
Don Wilson
Annabella Sciorra
Gordon Pinsent
Vittorio Duse
Colin Firth
Winona Ryder
Michael Chiklis
Jesse Birdsall
David Bradley
Randy Quaid
Jim Brown
George Kennedy
Fred Savage
Ron Fazio
Jim Lovell
Bernadette Peters
Sammi Davis
Richard E. Grant
Laura Alcalde
A Martinez
Pat Mulligan
David Byrne
Dexter Fletcher
Louis Jourdan
Kathleen Bailey
Alex McArthur
Robert Lindsay
Paul Scofield
Todd Solondz
Josef Sommer
Maggie Wheeler
Robyn Lively
Matt Frewer
Sally Kirkland
Matt Lattanzi
Macaulay Culkin
Judith Hoag
Johnny Depp
Kevin Peter Hall
Liam Neeson
Alex Vincent
Gérard Depardieu
Christopher Reid
Andrew Dice Clay
George O'Hanlon
Alan Young
Kirstie Alley
Jenny Seagrove
Debbie Harry
Leo Fuchs
Douglas Barr
Balthazar Getty
Anjelica Huston
David Andrews
Anthony Lucero
Dana Carvey
Eric Idle
Roger Rose
Joe Mantegna
Tony Todd
Kate Hodge
Carl McCoy
J. Eddie Peck
Julia Nickson
Patrick Bergin
Dabney Coleman
Carolyn Farina
Bradley Gregg
Lena Stolze
Harvey Christiansen
Tim Roth
James Bond III
Nelly Alard
Billie Whitelaw
Akira Terao
Laura Harring
Miou-Miou
David McCallum
Christina Applegate
Jared Rushton
Juliette Caton
Keely Christian
Sandra Bernhard
Paul Butler
Frances McDormand
Peter Scolari
Olivier Gruner
Louis Guzzo
Nathalie Baye
Clarence Avant
Nathan Purdee
James Lorinz
Gary Kroeger
John Lahr
Iain Glen
Mark Mothersbaugh
Brad Dourif
Julia Roberts
Kathy Bates
Paige Turco
Hudhail Al-Amir
Wesley Snipes
Billy Campbell
Phillip Glasser
Kenneth Branagh
Cathy Moriarty
Martin Becker
Jed
Brandon Quintin Adams
Scott Bakula
Justin Whalin
James Bonfanti
Robert Arkins
Harley Jane Kozak
Jeff Speakman
Frank Whaley
Joe Pesci
Jeff Fahey
Brian Bosworth
Peter Berg
Cindy Williams
Lothaire Bluteau
Richard Grieco
Tommy Davidson
Gabrielle Anwar
Laura Dern
John Turturro
Jean-Marc Barr
Terrence 'T.C.' Carson
Lenny Henry
Ed O'Neill
Brian Flanagan
Jill Schoelen
Kristy Swanson
Milla Jovovich
George T. Odom
Irène Jacob
Isabelle Huppert
John Gielgud
Victoria Abril
Mimi Rogers
Naomi Campbell
Martin Lawrence
Beverly D'Angelo
Solveig Dommartin
Edith Meeks
Robbie Coltrane
Doug E. Doug
Sachiko Murase
Michael Joseph DeSare
Michel Piccoli
Alan Rickman
Robyn Stevan
Valentine Nonyela
David Morse
Kevin Anderson
Tom Courtenay
Lyda Borelli
Billy Zane
Amelia Barnes
Donal McCann
Sharon Stone
Scott Weinger
Mike Myers
Charles Grodin
Jo Marr
Bridget Fonda
Damon Wayans
Tim Curry
Brian Krause
Victor Wong
D.B. Sweeney
Dolly Parton
Omar Epps
Edward Furlong
Lira Angel
George Strait
Brendan Fraser
Brandon Lee
Janni Brenn
Sal Lopez
Kevin Bernhardt
Andy Garcia
Nick Metropolis
James Marshall
Robin Harris
Larry Drake
Leleti Khumalo
Pablo Calogero
Anne Parillaud
Jane March
Mary McDonnell
Sheryl Lee
Hugh Laurie
Penelope Ann Miller
Julie Kavner
Harvey Keitel
Nomadlozi Kubheka
Carol Burnett
Ted Bafaloukos
Sara Gilbert
Michael Rapaport
Meg Tilly
Glenn Plummer
Delbert Ward
Samuel Fröler
Robert Wuhl
Warren Miller
Sándor Badár
Andie MacDowell
Greta Scacchi
Tate Donovan
Mike Dytri
Norman Zigrossi
Hector Elizondo
Josh Charles
Laura San Giacomo
Lawrence-Hilton Jacobs
Steve Buscemi
John Mellencamp
John Doe
Robert John Burke
Shawn Phelan
Jacques Barzaghi
James Sikking
Steve Oedekerk
Leon
Jason James Richter
Chuck Pfarrer
Alison Crosbie
Jason Scott Lee
Thomas Ian Nicholas
Danny Elfman
Elias Koteas
Don Alder
RaéVen Kelly
Pauly Shore
Art LaFleur
Kieu Chinh
Kate Maberly
Tyrin Turner
Khandi Alexander
Julian Fellowes
Elijah Wood
John Haycraft
Richard Briers
Robert Knott
Chris Rock
John D. LeMay
Max von Sydow
Reese Witherspoon
Ed Lover
Samuel L. Jackson
Julia McNeal
Warwick Davis
Paul Gross
Jason London
Max Pomeranc
Ah-Lei Gua
Michael Crawford
Stockard Channing
Haing S. Ngor
Marlee Matlin
Robert Sean Leonard
Kevin Conroy
William Baldwin
Leslie Cheung
Ernie Reyes Sr.
Damian Chapa
Afa Anoai
Julian Sands
Andrew Lowery
Mark Dacascos
Shane McDermott
Jason Priestley
Roberto Benigni
Brad Pitt
Darci Kistler
David Thewlis
Diane Ladd
Jacob Tierney
Karina Lombard
Laurie Metcalf
Juliette Binoche
Colm Feore
Jesse Bradford
Thomas Ian Griffith
Ashley Judd
James Carville
Otto Sander
Tracey Ullman
Andrei Codrescu
Suzy Amis
Larry Brinkin
Pippa Guard
Chris Santos
Tim Ferguson
Linda Hunt
Manuel 'Jacare' Olimpio Meira
Kent McCord
Dick Van Dyke
Michael Biehn
Daryl Webster
Brad Johnson
Rowan Atkinson
Jim Carrey
Hugh Grant
Tim Allen
Patrick Stewart
Travis Tedford
Woody Harrelson
Brian Bonsall
Mackenzie Astin
Allen Payne
Noreen Hennessey
Marisa Tomei
Jeff Davis
James Rebhorn
Jean Reno
Tina Majorino
Finster
Duane Martin
Madeleine Stowe
Rupert Graves
Lara Flynn Boyle
Alfre Woodard
William Gates
Denis Leary
Gino Conforti
Hugo Weaving
John Putch
Tom Guiry
Jack Palance
Geena Davis
Larenz Tate
Scott Bairstow
Sean Nelson
Ice-T
Sihung Lung
Taylor Nichols
Joanne Whalley
Dana Delany
Linda Fiorentino
Docs Keepin Time
Joe Bays
Jeremy Piven
Chris Elliott
Adam Beach
Brian O'Halloran
Jim Broadbent
Melanie Lynskey
Robert Patrick
You Ge
Colin Friels
Robert 'Wingnut' Weaver
Jennifer Jason Leigh
Luna Lauren Velez
Phoebe Brand
Jeremy Davies
Brian Benben
David Johansen
Zbigniew Zamachowski
Paul Rodriguez
Eriq La Salle
Patricia Arquette
Nicholas Turturro
Tchéky Karyo
Anthony LaPaglia
June Allyson
Crissy Rock
Ernst-Hugo Järegård
George Gaynes
William H. Macy
Dermot Mulroney
Martha Plimpton
Ronnie Washington
Julia Sweeney
Sam Bush
Emmanuelle Béart
Gil Bellows
Nancy McPherson
Joe Baker
Chauncey Leopardi
Christine Cavanaugh
James Robinson
Sandra Bullock
Michelle Pfeiffer
Joseph Melito
Laura Linney
Lisa Boyle
James Fleet
Meg Ryan
Whitney Houston
Karan Ashley
Alicia Silverstone
Kaelynn Craddick
Christina Ricci
Hal Scardino
Bill Farmer
Chris Farley
Ice Cube
Adam Sandler
Sinbad
Antonio Banderas
Jonathan Taylor Thomas
Chris O'Donnell
Stephen Baldwin
John Kassir
Elizabeth Berkley
David Goldman
Peter Reznick
David Caruso
Clarence Williams III
Shari Albert
Liesel Matthews
Schuyler Fisk
Giancarlo Esposito
Ralph Fiennes
Daniel Stern
Jonny Lee Miller
John G. Brennan
Leo Fitzpatrick
Kadeem Hardison
Pamela Blair
Sarah Jessica Parker
Perry Anzilotti
Lori Petty
Doug Stone
Wil Horneff
Shar-Ron Corley
Steven Weber
Emma Thompson
Roseanne Barr
Drew Carey
Christopher Bowen
Brad Renfro
Elizabeth Perkins
Leonardo DiCaprio
Laurel Holloman
Shannen Doherty
Li Gong
Ron Perlman
Lou Reed
Marina Zudina
Al Franken
Victoria Foyt
Jean-Paul Belmondo
Josh Hamilton
Paul Alexander
James Earl Jones
Oliver Platt
Julianne Moore
Parker Posey
Lena Klingvall
Lili Taylor
Nico
Embeth Davidtz
James Duval
Wally White
Corban Walker
Audie England
Dal McKennon
Renée Zellweger
Jason Alexander
Jerry Barone
Cynthia Adler
Maggie Cogan
Shari Lewis
Will Smith
Helen Hunt
Michael Jordan
Matthew McConaughey
Mike Judge
Jada Pinkett Smith
Kelsey Grammer
Geoffrey Rush
Uma Thurman
Tom Everett Scott
Mara Wilson
Simon Callow
Michelle Trachtenberg
George Clooney
Robin Tunney
Billy Bob Thornton
Gwyneth Paltrow
Jon Lovitz
Shawn Wayans
Paul Collins
Shaquille O'Neal
Vincent Perez
Ewan McGregor
Martin Landau
Ben Stiller
William Atherton
Timothy Spall
Ellen DeGeneres
Alison Elliott
Stephen Mendillo
Marc Anthony
Thora Birch
Ian Hart
Rhea Perlman
Edward Norton
John Mahoney
Bruce Ramsay
Ernest Borgnine
Halle Berry
Jerry Adler
Greg Kinnear
Kyle Howard
Richard Belzer
David Schwimmer
Anna Paquin
Theresa Randle
Carlo Cecchi
Riz Abbasi
Jerry O'Connell
Jon Favreau
Emily Watson
Jennifer Tilly
Amir AboulEla
Fred Williamson
Robin Wright
Tom Arnold
Jeffrey Wright
Muhammad Ali
Dave Foley
Suzanne Sawyer
Charles Berling
Linda Henry
Jacques Perrin
Penelope Allen
Jermaine 'Huggy' Hopkins
Amy Braverman
Val Bettin
Trace Beaulieu
Daniel Bernhardt
Helen Mirren
Illeana Douglas
Margaret Cho
Imogen Stubbs
Luke Wilson
Mary Kay Place
Greg Bennick
Christopher Eccleston
Vincent D'Onofrio
Angelique Jespan
Hedy Burress
Iain Robertson
Don Baker
Michael J. Pollard
Matt Ross
Lainie Kazan
Kieran Darcy-Smith
Fred Tuttle
Susan Floyd
Dan Bell
Scott Plank
Robert Carlyle
Matt Damon
Colm Meaney
Jena Malone
Jennifer Lopez
Kevin Spacey
Jennifer Love Hewitt
Nathan Lane
Casper Van Dien
Michael Jai White
Alex D. Linz
Robin Shou
Chris Tucker
Jennifer Aniston
Vanessa Williams
Luis Guzmán
Howard Stern
Pam Grier
Matthew Perry
Mira Sorvino
Kel Mitchell
Michael Jeter
Jamie Foxx
Paul Harper
Tammy Lauren
Harland Williams
Jurnee Smollett-Bell
Marlon Wayans
Michael Richards
Bill Bellamy
Ethan Suplee
Fran Drescher
Christopher McDonald
Rene Russo
Jon Simanton
Judi Dench
Robert Pastorelli
Tisha Campbell-Martin
Angus Macfadyen
Claudia Stedelin
Kevin Sorbo
Joaquin Phoenix
Tenzin Thuthob Tsarong
Thokozani Nkosi
Marc Messier
David Duchovny
John Leguizamo
John Plumpis
Janeane Garofalo
Ian Holm
Aaron Eckhart
Katrin Cartlidge
Ona Fletcher
Michèle Laroque
Nick Scotti
B-Real
Sally Potter
Dave Hoover
Phyllida Law
Sophie Marceau
Tiffany Peters
Laurens van der Post
Douglas Spain
Jared Leto
David Arquette
Michael Saucedo
Randee Allen
Melissa Altro
Mick Jagger
Sara Baras
LL Cool J
Traci Lind
Jamie Williams
Stephen Dillane
James Cromwell
Alison Folland
Michelle Nicastro
Mike Nichols
Irwin Ossa
Bill Irwin
Dan Gifford
Maxine McNair
Llyr Ifans
Vincent Gallo
Jacob Sewell
Nick Chinlund
Philip Loch
Eric Schaeffer
Thomas Calabro
Thomas Jane
Shah Rukh Khan
Kenny Jones
Alyssa Milano
Russell Crowe
Will Friedle
Cameron Diaz
Miguel Ferrer
José María de Tavira
Ken Leung
Elizabeth Daily
Kirk Acevedo
Lindsay Lohan
Liz Giles
Magda Szubanski
Ian Bannen
David Cross
Charlize Theron
Paul Rudd
Omar Sharif
Jordana Brewster
Angela Bassett
Vince Vaughn
Will Ferrell
Kimberly Deauna Adams
Rufus Sewell
Mark Wahlberg
LisaRaye McCoy
Yada Beener
Jessalyn Gilsig
Jay Mohr
Michael Madsen
Yun-Fat Chow
Joseph Mazzello
James Marsden
Dave Chappelle
Jason Schwartzman
Christopher Adamson
Walter Levine
Avery Brooks
Alan Fawcett
Master P
Norm MacDonald
DMX
Jerry Springer
Howie Long
Trey Parker
Bokeem Woodbine
Ian McKellen
Fernanda Montenegro
Natasha Lyonne
Malik Yoba
Greg Mottola
Amy Brenneman
Brenda Blethyn
Catherine McCormack
Steve Van Wormer
Minnie Driver
Hope Davis
Chloë Sevigny
Jane Adams
Gerard McSorley
Sean Hayes
Radha Mitchell
Ulrich Thomsen
Shane Dorian
Geraldine Chaplin
Brendan Gleeson
Stephen Russell
Jacqueline Lovell
Saul Williams
Kirsten Dunst
Billy Crudup
Kevin Gage
Claire Danes
Breckin Meyer
Nick Broomfield
Liza Weil
Joseph Cross
Samy Naceri
Rafael Sebastián Guillén Vicente
Melanie Comerford
Lauren Holly
Scott 'Carrot Top' Thompson
Bradley Lavelle
Robert Loggia
Jeffrey Falcon
Christian Clavier
Dennis Potter
Bobby Darin
Jack Burns
Jude Law
Kathleen Fee
Daphne
BD Wong
Sam Rockwell
Polly Walker
Nathan A. Barbour
Kevin Bradley
Robyn Hitchcock
James Quattrochi
David Beard
Stephen Spinella
Campbell Scott
Rodger Kamenetz
William Sadler
Brian Blessed
Heather Donahue
Jason Biggs
Freddie Prinze Jr.
Rob Schneider
Tobey Maguire
Sarah Michelle Gellar
Cecilia Roth
Rab Affleck
James Van Der Beek
Heath Ledger
Pat Healy
Stuart Pankin
Christopher Lloyd
Geoffrey Blake
Jake Gyllenhaal
Taye Diggs
Hank Azaria
Bud Cort
Molly Shannon
Juliette Lewis
Elayn J. Taylor
John Boyle
Octavio Calderon
Melissa Joan Hart
Dave Goelz
Zachary David Cope
Thomas McHugh
Craig Bierko
Peter Vaughan
Emily Bergl
Lynn Hill
Annette Bening
Cuba Gooding Jr.
Kevin Clash
Hilary Swank
Ron Livingston
Deon Richmond
Shawn Hatosy
Ben Affleck
David Spade
Allan Corduner
Eddie Griffin
Usher Raymond
Siegfried Fischbacher
Robbie Robertson
Hannah Taylor Gordon
Bobby Boriello
Loren Dean
Giuseppe Andrews
